nohup: ignoring input
wandb: Currently logged in as: tihuahu (tihuahu-nus). Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: - Waiting for wandb.init()...wandb: \ Waiting for wandb.init()...wandb: Tracking run with wandb version 0.19.4
wandb: Run data is saved locally in /home/xulei/xulei/dataset-distillation/Epilepsy/wandb/run-20250531_230251-qbyx6vyg
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run CrossPatientValidation
wandb: ⭐️ View project at https://wandb.ai/tihuahu-nus/seizure-prediction
wandb: 🚀 View run at https://wandb.ai/tihuahu-nus/seizure-prediction/runs/qbyx6vyg

🔍 正在处理文件: data/features/chb01/features.npz

📂 Fold 1/5
Epoch 1/40 | Loss: 0.5219 | Train Acc: 0.7877 | Val Acc: 0.9499
Epoch 7/40 | Loss: 0.4089 | Train Acc: 0.9022 | Val Acc: 0.9484
Epoch 8/40 | Loss: 0.4086 | Train Acc: 0.9026 | Val Acc: 0.9456
Epoch 9/40 | Loss: 0.4064 | Train Acc: 0.9049 | Val Acc: 0.9472
Epoch 10/40 | Loss: 0.4076 | Train Acc: 0.9035 | Val Acc: 0.9491
Epoch 11/40 | Loss: 0.4058 | Train Acc: 0.9061 | Val Acc: 0.9495
Epoch 12/40 | Loss: 0.4044 | Train Acc: 0.9074 | Val Acc: 0.9491
Epoch 13/40 | Loss: 0.4058 | Train Acc: 0.9047 | Val Acc: 0.9476
Epoch 14/40 | Loss: 0.4050 | Train Acc: 0.9057 | Val Acc: 0.9495
Epoch 15/40 | Loss: 0.4052 | Train Acc: 0.9079 | Val Acc: 0.9487
Epoch 16/40 | Loss: 0.4054 | Train Acc: 0.9048 | Val Acc: 0.9499
Epoch 17/40 | Loss: 0.4065 | Train Acc: 0.9046 | Val Acc: 0.9495
Epoch 18/40 | Loss: 0.4029 | Train Acc: 0.9088 | Val Acc: 0.9499
Epoch 19/40 | Loss: 0.4043 | Train Acc: 0.9072 | Val Acc: 0.9499
Epoch 20/40 | Loss: 0.4026 | Train Acc: 0.9083 | Val Acc: 0.9480
Epoch 21/40 | Loss: 0.4053 | Train Acc: 0.9060 | Val Acc: 0.9499
Epoch 22/40 | Loss: 0.4040 | Train Acc: 0.9065 | Val Acc: 0.9499
Epoch 23/40 | Loss: 0.4046 | Train Acc: 0.9066 | Val Acc: 0.9499
Epoch 24/40 | Loss: 0.4039 | Train Acc: 0.9064 | Val Acc: 0.9484
Epoch 25/40 | Loss: 0.4039 | Train Acc: 0.9068 | Val Acc: 0.9495
Epoch 26/40 | Loss: 0.4065 | Train Acc: 0.9051 | Val Acc: 0.9495
🛑 Early stopping triggered.

📂 Fold 5/5
Epoch 1/40 | Loss: 0.5360 | Train Acc: 0.7731 | Val Acc: 0.9587
Epoch 2/40 | Loss: 0.4309 | Train Acc: 0.8817 | Val Acc: 0.9587
Epoch 3/40 | Loss: 0.4237 | Train Acc: 0.8873 | Val Acc: 0.9579
Epoch 4/40 | Loss: 0.4195 | Train Acc: 0.8901 | Val Acc: 0.9575
Epoch 5/40 | Loss: 0.4160 | Train Acc: 0.8954 | Val Acc: 0.9559
Epoch 6/40 | Loss: 0.4161 | Train Acc: 0.8937 | Val Acc: 0.9555
Epoch 7/40 | Loss: 0.4134 | Train Acc: 0.8968 | Val Acc: 0.9559
Epoch 8/40 | Loss: 0.4109 | Train Acc: 0.9009 | Val Acc: 0.9583
Epoch 9/40 | Loss: 0.4110 | Train Acc: 0.8995 | Val Acc: 0.9571
Epoch 10/40 | Loss: 0.4125 | Train Acc: 0.8987 | Val Acc: 0.9583
Epoch 11/40 | Loss: 0.4088 | Train Acc: 0.9014 | Val Acc: 0.9575
🛑 Early stopping triggered.

🔍 正在处理文件: data/features/chb02/features.npz

📂 Fold 1/5
Epoch 1/40 | Loss: 0.5907 | Train Acc: 0.6915 | Val Acc: 0.8303
Epoch 2/40 | Loss: 0.5208 | Train Acc: 0.7835 | Val Acc: 0.8509
Epoch 3/40 | Loss: 0.4999 | Train Acc: 0.8036 | Val Acc: 0.8532
Epoch 4/40 | Loss: 0.4960 | Train Acc: 0.8059 | Val Acc: 0.8589
Epoch 5/40 | Loss: 0.4907 | Train Acc: 0.8185 | Val Acc: 0.8647
Epoch 6/40 | Loss: 0.4868 | Train Acc: 0.8182 | Val Acc: 0.8647
Epoch 7/40 | Loss: 0.4853 | Train Acc: 0.8205 | Val Acc: 0.8693
Epoch 8/40 | Loss: 0.4883 | Train Acc: 0.8125 | Val Acc: 0.8693
Epoch 9/40 | Loss: 0.4833 | Train Acc: 0.8220 | Val Acc: 0.8750
Epoch 10/40 | Loss: 0.4828 | Train Acc: 0.8231 | Val Acc: 0.8750
Epoch 11/40 | Loss: 0.4802 | Train Acc: 0.8245 | Val Acc: 0.8739
Epoch 12/40 | Loss: 0.4803 | Train Acc: 0.8280 | Val Acc: 0.8739
Epoch 13/40 | Loss: 0.4831 | Train Acc: 0.8245 | Val Acc: 0.8727
Epoch 14/40 | Loss: 0.4785 | Train Acc: 0.8311 | Val Acc: 0.8750
Epoch 15/40 | Loss: 0.4780 | Train Acc: 0.8306 | Val Acc: 0.8750
Epoch 16/40 | Loss: 0.4816 | Train Acc: 0.8197 | Val Acc: 0.8761
Epoch 17/40 | Loss: 0.4809 | Train Acc: 0.8228 | Val Acc: 0.8750
Epoch 18/40 | Loss: 0.4783 | Train Acc: 0.8243 | Val Acc: 0.8761
Epoch 19/40 | Loss: 0.4806 | Train Acc: 0.8231 | Val Acc: 0.8773
Epoch 20/40 | Loss: 0.4791 | Train Acc: 0.8271 | Val Acc: 0.8784
Epoch 21/40 | Loss: 0.4799 | Train Acc: 0.8248 | Val Acc: 0.8761
Epoch 22/40 | Loss: 0.4759 | Train Acc: 0.8317 | Val Acc: 0.8784
Epoch 23/40 | Loss: 0.4779 | Train Acc: 0.8297 | Val Acc: 0.8784
Epoch 24/40 | Loss: 0.4749 | Train Acc: 0.8300 | Val Acc: 0.8807
Epoch 25/40 | Loss: 0.4770 | Train Acc: 0.8294 | Val Acc: 0.8784
Epoch 26/40 | Loss: 0.4787 | Train Acc: 0.8245 | Val Acc: 0.8819
Epoch 27/40 | Loss: 0.4769 | Train Acc: 0.8320 | Val Acc: 0.8819
Epoch 28/40 | Loss: 0.4825 | Train Acc: 0.8228 | Val Acc: 0.8819
Epoch 29/40 | Loss: 0.4737 | Train Acc: 0.8337 | Val Acc: 0.8830
Epoch 30/40 | Loss: 0.4787 | Train Acc: 0.8265 | Val Acc: 0.8796
Epoch 31/40 | Loss: 0.4816 | Train Acc: 0.8234 | Val Acc: 0.8796
Epoch 32/40 | Loss: 0.4794 | Train Acc: 0.8300 | Val Acc: 0.8807
Epoch 33/40 | Loss: 0.4764 | Train Acc: 0.8260 | Val Acc: 0.8807
Epoch 34/40 | Loss: 0.4793 | Train Acc: 0.8283 | Val Acc: 0.8807
Epoch 35/40 | Loss: 0.4783 | Train Acc: 0.8311 | Val Acc: 0.8784
Epoch 36/40 | Loss: 0.4736 | Train Acc: 0.8337 | Val Acc: 0.8784
Epoch 37/40 | Loss: 0.4767 | Train Acc: 0.8297 | Val Acc: 0.8784
Epoch 38/40 | Loss: 0.4792 | Train Acc: 0.8265 | Val Acc: 0.8784
Epoch 39/40 | Loss: 0.4761 | Train Acc: 0.8297 | Val Acc: 0.8784
🛑 Early stopping triggered.

📂 Fold 2/5
Epoch 1/40 | Loss: 0.6035 | Train Acc: 0.6766 | Val Acc: 0.8704
Epoch 2/40 | Loss: 0.5171 | Train Acc: 0.7890 | Val Acc: 0.8968
Epoch 3/40 | Loss: 0.4991 | Train Acc: 0.8042 | Val Acc: 0.9048
Epoch 4/40 | Loss: 0.4924 | Train Acc: 0.8139 | Val Acc: 0.9048
Epoch 5/40 | Loss: 0.4878 | Train Acc: 0.8205 | Val Acc: 0.9106
Epoch 6/40 | Loss: 0.4869 | Train Acc: 0.8225 | Val Acc: 0.9037
Epoch 7/40 | Loss: 0.4851 | Train Acc: 0.8243 | Val Acc: 0.9117
Epoch 8/40 | Loss: 0.4827 | Train Acc: 0.8245 | Val Acc: 0.9117
Epoch 9/40 | Loss: 0.4827 | Train Acc: 0.8280 | Val Acc: 0.9140
Epoch 10/40 | Loss: 0.4789 | Train Acc: 0.8288 | Val Acc: 0.9140
Epoch 11/40 | Loss: 0.4819 | Train Acc: 0.8260 | Val Acc: 0.9140
Epoch 12/40 | Loss: 0.4777 | Train Acc: 0.8303 | Val Acc: 0.9140
Epoch 13/40 | Loss: 0.4778 | Train Acc: 0.8331 | Val Acc: 0.9140
Epoch 14/40 | Loss: 0.4793 | Train Acc: 0.8303 | Val Acc: 0.9128
Epoch 15/40 | Loss: 0.4789 | Train Acc: 0.8271 | Val Acc: 0.9128
Epoch 16/40 | Loss: 0.4789 | Train Acc: 0.8323 | Val Acc: 0.9128
Epoch 17/40 | Loss: 0.4770 | Train Acc: 0.8323 | Val Acc: 0.9140
Epoch 18/40 | Loss: 0.4788 | Train Acc: 0.8294 | Val Acc: 0.9128
Epoch 19/40 | Loss: 0.4733 | Train Acc: 0.8346 | Val Acc: 0.9128
🛑 Early stopping triggered.

📂 Fold 3/5
Epoch 1/40 | Loss: 0.6129 | Train Acc: 0.6643 | Val Acc: 0.8119
Epoch 2/40 | Loss: 0.5414 | Train Acc: 0.7649 | Val Acc: 0.8234
Epoch 3/40 | Loss: 0.5146 | Train Acc: 0.7893 | Val Acc: 0.8463
Epoch 4/40 | Loss: 0.4999 | Train Acc: 0.8033 | Val Acc: 0.8670
Epoch 5/40 | Loss: 0.4917 | Train Acc: 0.8071 | Val Acc: 0.8796
Epoch 6/40 | Loss: 0.4881 | Train Acc: 0.8220 | Val Acc: 0.8647
Epoch 7/40 | Loss: 0.4868 | Train Acc: 0.8174 | Val Acc: 0.8750
Epoch 8/40 | Loss: 0.4820 | Train Acc: 0.8243 | Val Acc: 0.8716
Epoch 9/40 | Loss: 0.4831 | Train Acc: 0.8185 | Val Acc: 0.8784
Epoch 10/40 | Loss: 0.4830 | Train Acc: 0.8185 | Val Acc: 0.8807
Epoch 11/40 | Loss: 0.4841 | Train Acc: 0.8214 | Val Acc: 0.8693
Epoch 12/40 | Loss: 0.4796 | Train Acc: 0.8263 | Val Acc: 0.8784
Epoch 13/40 | Loss: 0.4821 | Train Acc: 0.8243 | Val Acc: 0.8796
Epoch 14/40 | Loss: 0.4800 | Train Acc: 0.8254 | Val Acc: 0.8830
Epoch 15/40 | Loss: 0.4780 | Train Acc: 0.8254 | Val Acc: 0.8796
Epoch 16/40 | Loss: 0.4782 | Train Acc: 0.8294 | Val Acc: 0.8773
Epoch 17/40 | Loss: 0.4805 | Train Acc: 0.8243 | Val Acc: 0.8773
Epoch 18/40 | Loss: 0.4842 | Train Acc: 0.8159 | Val Acc: 0.8807
Epoch 19/40 | Loss: 0.4760 | Train Acc: 0.8303 | Val Acc: 0.8796
Epoch 20/40 | Loss: 0.4814 | Train Acc: 0.8188 | Val Acc: 0.8830
Epoch 21/40 | Loss: 0.4781 | Train Acc: 0.8280 | Val Acc: 0.8830
Epoch 22/40 | Loss: 0.4752 | Train Acc: 0.8354 | Val Acc: 0.8830
Epoch 23/40 | Loss: 0.4760 | Train Acc: 0.8291 | Val Acc: 0.8819
Epoch 24/40 | Loss: 0.4783 | Train Acc: 0.8228 | Val Acc: 0.8819
🛑 Early stopping triggered.

📂 Fold 4/5
Epoch 1/40 | Loss: 0.5813 | Train Acc: 0.7190 | Val Acc: 0.8406
Epoch 2/40 | Loss: 0.5201 | Train Acc: 0.7881 | Val Acc: 0.8589
Epoch 3/40 | Loss: 0.5005 | Train Acc: 0.8036 | Val Acc: 0.8693
Epoch 4/40 | Loss: 0.4948 | Train Acc: 0.8065 | Val Acc: 0.8750
Epoch 5/40 | Loss: 0.4907 | Train Acc: 0.8151 | Val Acc: 0.8796
Epoch 6/40 | Loss: 0.4871 | Train Acc: 0.8171 | Val Acc: 0.8830
Epoch 7/40 | Loss: 0.4876 | Train Acc: 0.8139 | Val Acc: 0.8796
Epoch 8/40 | Loss: 0.4837 | Train Acc: 0.8228 | Val Acc: 0.8865
Epoch 9/40 | Loss: 0.4816 | Train Acc: 0.8222 | Val Acc: 0.8842
Epoch 10/40 | Loss: 0.4836 | Train Acc: 0.8208 | Val Acc: 0.8888
Epoch 11/40 | Loss: 0.4786 | Train Acc: 0.8228 | Val Acc: 0.8876
Epoch 12/40 | Loss: 0.4785 | Train Acc: 0.8260 | Val Acc: 0.8853
Epoch 13/40 | Loss: 0.4765 | Train Acc: 0.8294 | Val Acc: 0.8865
Epoch 14/40 | Loss: 0.4788 | Train Acc: 0.8245 | Val Acc: 0.8853
Epoch 15/40 | Loss: 0.4764 | Train Acc: 0.8257 | Val Acc: 0.8853
Epoch 16/40 | Loss: 0.4767 | Train Acc: 0.8277 | Val Acc: 0.8853
Epoch 17/40 | Loss: 0.4750 | Train Acc: 0.8300 | Val Acc: 0.8865
Epoch 18/40 | Loss: 0.4754 | Train Acc: 0.8303 | Val Acc: 0.8842
Epoch 19/40 | Loss: 0.4740 | Train Acc: 0.8314 | Val Acc: 0.8842
Epoch 20/40 | Loss: 0.4772 | Train Acc: 0.8303 | Val Acc: 0.8865
🛑 Early stopping triggered.

📂 Fold 5/5
Epoch 1/40 | Loss: 0.5916 | Train Acc: 0.6898 | Val Acc: 0.8406
Epoch 2/40 | Loss: 0.5178 | Train Acc: 0.7873 | Val Acc: 0.8555
Epoch 3/40 | Loss: 0.4983 | Train Acc: 0.8050 | Val Acc: 0.8704
Epoch 4/40 | Loss: 0.4934 | Train Acc: 0.8099 | Val Acc: 0.8739
Epoch 5/40 | Loss: 0.4837 | Train Acc: 0.8222 | Val Acc: 0.8830
Epoch 6/40 | Loss: 0.4792 | Train Acc: 0.8286 | Val Acc: 0.8933
Epoch 7/40 | Loss: 0.4774 | Train Acc: 0.8288 | Val Acc: 0.8991
Epoch 8/40 | Loss: 0.4758 | Train Acc: 0.8343 | Val Acc: 0.8956
Epoch 9/40 | Loss: 0.4779 | Train Acc: 0.8326 | Val Acc: 0.8956
Epoch 10/40 | Loss: 0.4736 | Train Acc: 0.8363 | Val Acc: 0.8956
Epoch 11/40 | Loss: 0.4754 | Train Acc: 0.8343 | Val Acc: 0.8968
Epoch 12/40 | Loss: 0.4740 | Train Acc: 0.8329 | Val Acc: 0.8968
Epoch 13/40 | Loss: 0.4742 | Train Acc: 0.8372 | Val Acc: 0.8968
Epoch 14/40 | Loss: 0.4733 | Train Acc: 0.8314 | Val Acc: 0.8968
Epoch 15/40 | Loss: 0.4775 | Train Acc: 0.8291 | Val Acc: 0.8956
Epoch 16/40 | Loss: 0.4727 | Train Acc: 0.8366 | Val Acc: 0.8979
Epoch 17/40 | Loss: 0.4746 | Train Acc: 0.8300 | Val Acc: 0.9037
Epoch 18/40 | Loss: 0.4737 | Train Acc: 0.8323 | Val Acc: 0.8979
Epoch 19/40 | Loss: 0.4694 | Train Acc: 0.8380 | Val Acc: 0.8979
Epoch 20/40 | Loss: 0.4707 | Train Acc: 0.8357 | Val Acc: 0.9002
Epoch 21/40 | Loss: 0.4754 | Train Acc: 0.8300 | Val Acc: 0.9002
Epoch 22/40 | Loss: 0.4724 | Train Acc: 0.8334 | Val Acc: 0.8979
Epoch 23/40 | Loss: 0.4695 | Train Acc: 0.8397 | Val Acc: 0.8991
Epoch 24/40 | Loss: 0.4734 | Train Acc: 0.8300 | Val Acc: 0.8979
Epoch 25/40 | Loss: 0.4698 | Train Acc: 0.8392 | Val Acc: 0.8979
Epoch 26/40 | Loss: 0.4688 | Train Acc: 0.8366 | Val Acc: 0.9002
Epoch 27/40 | Loss: 0.4727 | Train Acc: 0.8363 | Val Acc: 0.8991
🛑 Early stopping triggered.

🔍 正在处理文件: data/features/chb03/features.npz

📂 Fold 1/5
Epoch 1/40 | Loss: 0.5934 | Train Acc: 0.7018 | Val Acc: 0.8777
Epoch 2/40 | Loss: 0.5225 | Train Acc: 0.7819 | Val Acc: 0.9111
Epoch 3/40 | Loss: 0.5058 | Train Acc: 0.8014 | Val Acc: 0.9088
Epoch 4/40 | Loss: 0.4933 | Train Acc: 0.8141 | Val Acc: 0.9011
Epoch 5/40 | Loss: 0.4821 | Train Acc: 0.8251 | Val Acc: 0.9156
Epoch 6/40 | Loss: 0.4772 | Train Acc: 0.8309 | Val Acc: 0.9223
Epoch 7/40 | Loss: 0.4769 | Train Acc: 0.8306 | Val Acc: 0.9138
Epoch 8/40 | Loss: 0.4764 | Train Acc: 0.8317 | Val Acc: 0.9079
Epoch 9/40 | Loss: 0.4711 | Train Acc: 0.8362 | Val Acc: 0.9102
Epoch 10/40 | Loss: 0.4695 | Train Acc: 0.8393 | Val Acc: 0.9115
Epoch 11/40 | Loss: 0.4671 | Train Acc: 0.8437 | Val Acc: 0.9214
Epoch 12/40 | Loss: 0.4648 | Train Acc: 0.8436 | Val Acc: 0.9201
Epoch 13/40 | Loss: 0.4681 | Train Acc: 0.8400 | Val Acc: 0.9129
Epoch 14/40 | Loss: 0.4688 | Train Acc: 0.8395 | Val Acc: 0.9138
Epoch 15/40 | Loss: 0.4665 | Train Acc: 0.8424 | Val Acc: 0.9142
Epoch 16/40 | Loss: 0.4646 | Train Acc: 0.8432 | Val Acc: 0.9129
🛑 Early stopping triggered.

📂 Fold 2/5
Epoch 1/40 | Loss: 0.5909 | Train Acc: 0.7063 | Val Acc: 0.8736
Epoch 2/40 | Loss: 0.5098 | Train Acc: 0.7992 | Val Acc: 0.8844
Epoch 3/40 | Loss: 0.4956 | Train Acc: 0.8120 | Val Acc: 0.9102
Epoch 4/40 | Loss: 0.4824 | Train Acc: 0.8266 | Val Acc: 0.9133
Epoch 5/40 | Loss: 0.4776 | Train Acc: 0.8313 | Val Acc: 0.9093
Epoch 6/40 | Loss: 0.4770 | Train Acc: 0.8341 | Val Acc: 0.9178
Epoch 7/40 | Loss: 0.4717 | Train Acc: 0.8366 | Val Acc: 0.9160
Epoch 8/40 | Loss: 0.4711 | Train Acc: 0.8370 | Val Acc: 0.9169
Epoch 9/40 | Loss: 0.4653 | Train Acc: 0.8453 | Val Acc: 0.9165
Epoch 10/40 | Loss: 0.4692 | Train Acc: 0.8381 | Val Acc: 0.9192
Epoch 11/40 | Loss: 0.4690 | Train Acc: 0.8388 | Val Acc: 0.9178
Epoch 12/40 | Loss: 0.4664 | Train Acc: 0.8418 | Val Acc: 0.9178
Epoch 13/40 | Loss: 0.4657 | Train Acc: 0.8432 | Val Acc: 0.9183
Epoch 14/40 | Loss: 0.4662 | Train Acc: 0.8435 | Val Acc: 0.9183
Epoch 15/40 | Loss: 0.4640 | Train Acc: 0.8457 | Val Acc: 0.9178
Epoch 16/40 | Loss: 0.4607 | Train Acc: 0.8490 | Val Acc: 0.9169
Epoch 17/40 | Loss: 0.4653 | Train Acc: 0.8432 | Val Acc: 0.9187
Epoch 18/40 | Loss: 0.4637 | Train Acc: 0.8453 | Val Acc: 0.9174
Epoch 19/40 | Loss: 0.4602 | Train Acc: 0.8493 | Val Acc: 0.9201
Epoch 20/40 | Loss: 0.4632 | Train Acc: 0.8459 | Val Acc: 0.9183
Epoch 21/40 | Loss: 0.4620 | Train Acc: 0.8468 | Val Acc: 0.9183
Epoch 22/40 | Loss: 0.4629 | Train Acc: 0.8459 | Val Acc: 0.9183
Epoch 23/40 | Loss: 0.4649 | Train Acc: 0.8427 | Val Acc: 0.9178
Epoch 24/40 | Loss: 0.4632 | Train Acc: 0.8468 | Val Acc: 0.9183
Epoch 25/40 | Loss: 0.4620 | Train Acc: 0.8482 | Val Acc: 0.9183
Epoch 26/40 | Loss: 0.4670 | Train Acc: 0.8426 | Val Acc: 0.9174
Epoch 27/40 | Loss: 0.4643 | Train Acc: 0.8462 | Val Acc: 0.9183
Epoch 28/40 | Loss: 0.4597 | Train Acc: 0.8516 | Val Acc: 0.9183
Epoch 29/40 | Loss: 0.4617 | Train Acc: 0.8471 | Val Acc: 0.9183
🛑 Early stopping triggered.

📂 Fold 3/5
Epoch 1/40 | Loss: 0.5760 | Train Acc: 0.7273 | Val Acc: 0.8957
Epoch 2/40 | Loss: 0.5045 | Train Acc: 0.8046 | Val Acc: 0.9061
Epoch 3/40 | Loss: 0.4953 | Train Acc: 0.8116 | Val Acc: 0.9016
Epoch 4/40 | Loss: 0.4860 | Train Acc: 0.8220 | Val Acc: 0.9138
